iterID,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,f1,f2,Expected_f1,Uncertainty_f1,Acquisition_f1,Expected_f2,Uncertainty_f2,Acquisition_f2,Hypervolume_indicator
0,0.6405880872093447,0.007151893663724195,0.5946938435514515,0.8838978642278712,0.16131289328473256,0.18016871673370038,0.7814198647542526,0.17341698114864731,0.19446394415483204,0.8825934150798702,0.48835646037583474,0.606229683229783,0.4903804468153506,0.5611646325416192,0.5077193086740897,0.279323939389605,0.6392291429063248,0.8957004687809277,0.4197176307611395,0.2109725799478764,0.5827334873653987,0.9947521403346227,0.15633997697744662,0.16750595022928988,0.5289882521930181,0.047038885835403665,0.5479895316400818,0.1604869029597553,0.4788476482229938,0.09960834658063,0.6405880872093447,3.167876376170156,0.0,0.0,0.0,0.0,0.0,0.0,2.4365220374361485
0,0.8369461090341638,0.14990345001560892,0.9073840244101542,0.14162954426046606,0.41004654836837184,0.2587739878917412,0.8709268519215816,0.3579122743101911,0.4288770083572732,0.2531823350917706,0.11370852799217888,0.457672100660541,0.7333965102385254,0.20133439431745606,0.8395512603447256,0.4274802279934327,0.7157245021815656,0.8615486941565448,0.1583918912225865,0.18886960781217418,0.4371187045089332,0.7557231701595862,0.18980580132787284,0.7719026050892334,0.34024272704622066,0.36783396645514804,0.352646495980028,0.6925803595674176,0.5630787409796003,0.08485627595934622,0.8369461090341638,2.9897122801099636,0.0,0.0,0.0,0.0,0.0,0.0,2.4365220374361485
0,0.22423706353455472,0.8103510737082715,0.25930818717297976,0.5251448034108955,0.5715484070340158,0.20477646502876418,0.028209932298479352,0.2740302600240429,0.8020478136193586,0.3555805123665726,0.17543678053828096,0.5838427317524232,0.6733851449277015,0.4554825628194209,0.6082426646970323,0.7261218087307055,0.7938163932039592,0.7364513853357166,0.9430176855216594,0.84120387394166,0.1550238945748926,0.9390161106951068,0.7395221581476011,0.4729612777341469,0.8433843741977874,0.8776463301095885,0.5015034975687137,0.5203426704035223,0.5191973798077127,0.31889447908815866,0.22423706353455472,4.880560963551494,0.0,0.0,0.0,0.0,0.0,0.0,2.4365220374361485
0,0.49016252788677367,0.4530329192141967,0.10333145152028643,0.49898087755126985,0.06934213997924794,0.7937193477984907,0.10132487634757983,0.758435903592732,0.774787726368177,0.02096098407893963,0.3359288027078116,0.7430354885065371,0.3494385085735082,0.05866382325928629,0.23221396446292772,0.000871292997015407,0.49531494278331306,0.6361703521064113,0.05729990562424058,0.02118727718954244,0.07253941642595027,0.9112474018780937,0.10055374320421198,0.3129084090665674,0.3302095006926773,0.9580104202782577,0.7899610044030124,0.31522175869002117,0.4689863766840827,0.8481873908434728,0.49016252788677367,3.101499915752811,0.0,0.0,0.0,0.0,0.0,0.0,2.4365220374361485
0,0.982048776928976,0.41104736106681294,0.518754513240933,0.4644447895535227,0.7496202325335573,0.15233420255468097,0.3351492220193677,0.522289075997244,0.3322864655098295,0.23842776862684842,0.27487676323538207,0.9215576257657342,0.930050518700051,0.12636061055447143,0.7360378290384256,0.20343391728790916,0.3425438240111763,0.32290248042559927,0.007781567509498505,0.3758319283099053,0.5418531291957938,0.9235751960744093,0.45944032466428103,0.0892952931679219,0.41598315969364685,0.2747938454938919,0.1281552381876857,0.2825691664368667,0.22959142251977976,0.25844234961553025,0.982048776928976,2.467282290340481,0.0,0.0,0.0,0.0,0.0,0.0,2.4365220374361485
0,0.8088668322084746,0.8895370618196309,0.48397013666777633,0.6186182299197559,0.12882041410229889,0.058480082293222345,0.32482584241712104,0.6143018085763905,0.7951673871481805,0.21745398073947292,0.29727546991331527,0.5341162645950844,0.6985062799979898,0.8363382511315522,0.5148104244810987,0.6482399009400269,0.2168493443868356,0.8446509178414375,0.2814031601792342,0.17405942321968285,0.48983433978234575,0.12457223453353856,0.2521645726094421,0.6866797707246022,0.0866991654659091,0.4478119284396239,0.8006134553602464,0.9339269230688233,0.42051053064691923,0.7826289117701052,0.8088668322084746,3.316332316964032,0.0,0.0,0.0,0.0,0.0,0.0,2.4365220374361485
0,0.9215060652815523,0.3501350870662672,0.272885699576517,0.9310409193213347,0.5917820095493926,0.44866134706324734,0.534526535292057,0.8552632161195133,0.40098610368722815,0.9776877222305376,0.777221507657001,0.7254218695409247,0.7848110196401582,0.7825152273816861,0.3551122178757369,0.5669621920025062,0.1332670088176826,0.00832619845547938,0.21862062595851206,0.2415984528685419,0.9315280763544989,0.1594258359969793,0.019883738380592264,0.5074160310715232,0.9370343042335844,0.6555376607370608,0.8933758137532888,0.6616967811557407,0.3077311005250542,0.931230167591765,0.9215060652815523,3.6113404364703627,0.0,0.0,0.0,0.0,0.0,0.0,2.4365220374361485
0,0.047252542798196406,0.46030192773268713,0.1524942004105645,0.20063207618338633,0.5092961873944676,0.6931750369918669,0.9133612308636548,0.4140168818500399,0.8787196839615015,0.20367927580537043,0.5698292647799587,0.6260817158567678,0.5689965170332767,0.5394306226060278,0.1523780724253904,0.5129824579870551,0.10420539466680098,0.07215507677113558,0.47533977923628795,0.640603794820256,0.00978618342232764,0.09136900271685598,0.8777480385716115,0.5445180701808449,0.5077054406161636,0.8076374686718822,0.7253887700432111,0.22634786322933695,0.5480493557215913,0.7592387830251136,0.047252542798196406,4.778838416584864,0.0,0.0,0.0,0.0,0.0,0.0,2.4365220374361485
0,0.3423583422410564,0.23029190234848915,0.8755873099080649,0.3005938318800579,0.779809794008004,0.023687251706609642,0.34490419908436276,0.9981750879889679,0.5907412451791302,0.2851563834665125,0.989589616184965,0.14662504571532675,0.3106885196449337,0.825347081744166,0.6414803867927776,0.7053588298127611,0.9643797912910967,0.12959166603035221,0.5642023353647266,0.8865201285966862,0.9604143613173272,0.7201923205935155,0.1306807407397472,0.34727543609590755,0.8157659507736353,0.11681392510603837,0.791883995227828,0.21115834001300884,0.4867152769676576,0.9209321247404535,0.3423583422410564,4.562247219658483,0.0,0.0,0.0,0.0,0.0,0.0,2.4365220374361485
0,0.1497425621281805,0.3839231894006546,0.8671881571103754,0.5462946122700916,0.17622384428566004,0.7111492434998823,0.4890789845751063,0.5466285647855712,0.4610110749056349,0.9222213992176121,0.08355612737849956,0.12327720401557118,0.23080532003471846,0.9968889910738651,0.4466587139830984,0.5719600075428074,0.3831655021002709,0.4309781016147905,0.5820751273406737,0.11959433340833425,0.2893711704194052,0.4453232032825856,0.3626590562733679,0.29567846001477505,0.8900593875368307,0.7103340729261511,0.8550763546971776,0.29627734756195284,0.656981163757069,0.9440065741168986,0.1497425621281805,4.683195374632694,0.0,0.0,0.0,0.0,0.0,0.0,2.4365220374361485
